recommendationid,appid,game_name,steam_label_text,llm_sentiment,llm_primary_issue,llm_urgency_candidate,release_period,playtime_at_review_hours,votes_up,weighted_vote_score,llm_issue_category,issue_name_kor,llm_issue_sentiment,llm_issue_evidence,source_run
162695927,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.5,0,0.5,positive_praise,긍정 칭찬,positive,"Short and sweet, Excellent game",children_of_the_sun
162699582,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.9,1,0.476377934217453,positive_praise,긍정 칭찬,positive,"Gameplay is very good, graphics are good, easy to learn/hard to master.",children_of_the_sun
162703024,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,1.8833333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"Game is fun, gorgeous, and a delight to play.",children_of_the_sun
162703457,1309950,Children of the Sun,negative,negative,gameplay_loop,high,D0-D30,3.9166666666666665,54,0.534566342830658,gameplay_loop,게임플레이 루프,negative,"Devolves into trial and error, tedium, and wonky hitboxes.",children_of_the_sun
162703457,1309950,Children of the Sun,negative,negative,gameplay_loop,high,D0-D30,3.9166666666666665,54,0.534566342830658,ui_ux,UI/UX,negative,"Cannot see every enemy initially, visual noise makes it hard to find enemies.",children_of_the_sun
162703457,1309950,Children of the Sun,negative,negative,gameplay_loop,high,D0-D30,3.9166666666666665,54,0.534566342830658,difficulty,난이도,negative,"Later mechanics feel like annoying gimmicks, last level is a slog.",children_of_the_sun
162703592,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,3.4,0,0.5,positive_praise,긍정 칭찬,positive,"Excellent puzzle shooter game, brilliantly dire game.",children_of_the_sun
162703592,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,3.4,0,0.5,control,조작감,positive,controls are limited (arrow keys) but highly versatile and intuitive.,children_of_the_sun
162703592,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,3.4,0,0.5,graphics_audio,그래픽/사운드,positive,soundtrack is limited but dynamic and reactive.,children_of_the_sun
162704126,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,1.5,0,0.5,positive_praise,긍정 칭찬,positive,"Incredible vibes, incredible presentation, great little puzzle game.",children_of_the_sun
162704126,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,1.5,0,0.5,control,조작감,positive,entirely controlled with the mouse.,children_of_the_sun
162704998,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,6.483333333333333,1,0.523809552192688,positive_praise,긍정 칭찬,positive,"Incredibly addictive gameplay loop, leaderboards to get extra sweaty.",children_of_the_sun
162705707,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,3.283333333333333,0,0.5,positive_praise,긍정 칭찬,positive,The music and soundscape is right up my alley.,children_of_the_sun
162710290,1309950,Children of the Sun,positive,positive,gameplay_loop,medium,D0-D30,10.2,0,0.5,positive_praise,긍정 칭찬,positive,Completing some levels feels incredibly satisfying.,children_of_the_sun
162710290,1309950,Children of the Sun,positive,positive,gameplay_loop,medium,D0-D30,10.2,0,0.5,gameplay_loop,게임플레이 루프,negative,understanding the mechanics behind scoring isn't as straightforward as I'd hoped.,children_of_the_sun
162711836,1309950,Children of the Sun,positive,mixed,content_volume,medium,D0-D30,2.083333333333333,0,0.5,content_volume,콘텐츠 분량,negative,"Really, really short.",children_of_the_sun
162711836,1309950,Children of the Sun,positive,mixed,content_volume,medium,D0-D30,2.083333333333333,0,0.5,graphics_audio,그래픽/사운드,positive,Animated cutscenes look great and it goes well with the PS1 style graphics.,children_of_the_sun
162711836,1309950,Children of the Sun,positive,mixed,content_volume,medium,D0-D30,2.083333333333333,0,0.5,price_value,가격/가치,negative,Considering how short it is with no workshop support wait until it goes on sale,children_of_the_sun
162712193,1309950,Children of the Sun,negative,negative,gameplay_loop,high,D0-D30,0.6333333333333333,5,0.3385829627513885,gameplay_loop,게임플레이 루프,negative,forced minigame with bad controls disrupts the main gameplay flow,children_of_the_sun
162712193,1309950,Children of the Sun,negative,negative,gameplay_loop,high,D0-D30,0.6333333333333333,5,0.3385829627513885,control,조작감,negative,minigame controls are described as bad,children_of_the_sun
162714373,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.033333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"short nice puzzler, introduces new mechanics to avoid repetition",children_of_the_sun
162730683,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,1.0333333333333334,6,0.5492169260978699,positive_praise,긍정 칭찬,positive,"brilliant, original art style, great sound design, fun gameplay loop",children_of_the_sun
162737496,1309950,Children of the Sun,positive,mixed,graphics_audio,medium,D0-D30,1.3666666666666667,0,0.5,positive_praise,긍정 칭찬,positive,Very fun score attack game,children_of_the_sun
162737496,1309950,Children of the Sun,positive,mixed,graphics_audio,medium,D0-D30,1.3666666666666667,0,0.5,graphics_audio,그래픽/사운드,negative,insanely loud noise during cut scenes,children_of_the_sun
162738795,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.733333333333333,0,0.5,positive_praise,긍정 칭찬,positive,Telekinetic goth-punk sniper girl... save me...,children_of_the_sun
162742236,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,3.6,1,0.5,positive_praise,긍정 칭찬,positive,"great game, scratches the itch of Styx or Hotline Miami",children_of_the_sun
162742236,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,3.6,1,0.5,content_volume,콘텐츠 분량,neutral,"Really short, done after about 3 hours",children_of_the_sun
162747246,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,6.066666666666666,0,0.5,positive_praise,긍정 칭찬,positive,"amazing game, short and sweet, bomb trailer",children_of_the_sun
162749582,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.233333333333333,0,0.5,gameplay_loop,게임플레이 루프,positive,doesn't have any unnecessary clutter around the core gameplay loop,children_of_the_sun
162749582,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.233333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"clever levels, interesting mechanics, fun to hunt high scores and achievements",children_of_the_sun
162753214,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,2.65,4,0.5597237348556519,positive_praise,긍정 칭찬,positive,"really fun and stylish puzzle shooter, enjoyed the story and art",children_of_the_sun
162754013,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,0.4666666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"Very cool game that's all vibes, visual storytelling, and really interesting mechanics",children_of_the_sun
162756637,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,6.85,0,0.5,positive_praise,긍정 칭찬,positive,Very interesting concept. I found this very interesting and liked the strategy aspect of this.,children_of_the_sun
162756694,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,5.366666666666666,0,0.5,positive_praise,긍정 칭찬,positive,short and sweet. Sniper elite with no walking and more puzzle-like.,children_of_the_sun
162758439,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,2.533333333333333,0,0.5,positive_praise,긍정 칭찬,positive,hitman sniper assassin mixed with a trippy visual style and killer soundtrack,children_of_the_sun
162767818,1309950,Children of the Sun,positive,positive,control,medium,D0-D30,2.333333333333333,0,0.5,gameplay_loop,게임플레이 루프,positive,gameplay is such an interesting and innovative blend of ideas,children_of_the_sun
162767818,1309950,Children of the Sun,positive,positive,control,medium,D0-D30,2.333333333333333,0,0.5,content_volume,콘텐츠 분량,neutral,Despite being somewhat short,children_of_the_sun
162767818,1309950,Children of the Sun,positive,positive,control,medium,D0-D30,2.333333333333333,0,0.5,price_value,가격/가치,positive,worth the $15,children_of_the_sun
162767818,1309950,Children of the Sun,positive,positive,control,medium,D0-D30,2.333333333333333,0,0.5,control,조작감,negative,"manipulating the bullet mid-air, it can be a bit difficult to gauge distance to a moving target",children_of_the_sun
162767818,1309950,Children of the Sun,positive,positive,control,medium,D0-D30,2.333333333333333,0,0.5,story,스토리,negative,story was rather difficult to follow for me,children_of_the_sun
162768531,1309950,Children of the Sun,positive,positive,content_volume,low,D0-D30,4.6,0,0.5,positive_praise,긍정 칭찬,positive,Very cool concept! loved it. 10/10,children_of_the_sun
162768531,1309950,Children of the Sun,positive,positive,content_volume,low,D0-D30,4.6,0,0.5,content_volume,콘텐츠 분량,neutral,wish it there was slightly more tho,children_of_the_sun
162768531,1309950,Children of the Sun,positive,positive,content_volume,low,D0-D30,4.6,0,0.5,gameplay_loop,게임플레이 루프,positive,"Would love another power up, Or maybe even make it so that when you collect 3 type two abilities you can do something special.",children_of_the_sun
162770063,1309950,Children of the Sun,positive,mixed,content_volume,medium,D0-D30,4.116666666666666,1,0.4852675795555115,content_volume,콘텐츠 분량,negative,게임이 매우 짧음 (4시간 만에 100% 달성),children_of_the_sun
162770063,1309950,Children of the Sun,positive,mixed,content_volume,medium,D0-D30,4.116666666666666,1,0.4852675795555115,positive_praise,긍정 칭찬,positive,핵심 게임 플레이와 아트 스타일이 매우 훌륭함,children_of_the_sun
162770333,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,6.0,6,0.6090047359466553,positive_praise,긍정 칭찬,positive,퍼즐 슈터로서의 긴장감과 재미가 매우 뛰어남,children_of_the_sun
162770333,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,6.0,6,0.6090047359466553,content_volume,콘텐츠 분량,negative,게임이 짧아서 아쉬움,children_of_the_sun
162773780,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,5.366666666666666,1,0.5,positive_praise,긍정 칭찬,positive,핵심 게임 플레이 루프가 강력하고 재미있음,children_of_the_sun
162773780,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,5.366666666666666,1,0.5,content_volume,콘텐츠 분량,positive,게임이 지루해지기 전에 적절한 시점에 끝남,children_of_the_sun
162782481,1309950,Children of the Sun,positive,mixed,gameplay_loop,medium,D0-D30,7.616666666666666,1,0.5,story,스토리,negative,컷신이 너무 짧고 정신없어 스토리를 이해하기 어려움,children_of_the_sun
162782481,1309950,Children of the Sun,positive,mixed,gameplay_loop,medium,D0-D30,7.616666666666666,1,0.5,graphics_audio,그래픽/사운드,negative,컷신 사운드가 불쾌하게 들림,children_of_the_sun
162782481,1309950,Children of the Sun,positive,mixed,gameplay_loop,medium,D0-D30,7.616666666666666,1,0.5,gameplay_loop,게임플레이 루프,mixed,전략적 계획과 시행착오 사이의 불균형 존재,children_of_the_sun
162782481,1309950,Children of the Sun,positive,mixed,gameplay_loop,medium,D0-D30,7.616666666666666,1,0.5,positive_praise,긍정 칭찬,positive,핵심 게임플레이와 사운드 효과는 만족스러움,children_of_the_sun
162791998,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.916666666666667,2,0.523809552192688,positive_praise,긍정 칭찬,positive,"스타일리시한 퍼즐 슈터, 독특한 전제와 아트 스타일이 훌륭함",children_of_the_sun
162791998,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.916666666666667,2,0.523809552192688,content_volume,콘텐츠 분량,neutral,게임이 조금 더 길었으면 좋겠고 적 종류나 미니게임이 더 필요함,children_of_the_sun
162802455,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.35,0,0.5,positive_praise,긍정 칭찬,positive,"빠르고 재미있는 게임플레이, 아트 디렉션과 스타일이 뛰어남",children_of_the_sun
162802455,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,4.35,0,0.5,difficulty,난이도,positive,난이도가 어렵지 않아 반복 플레이를 유도함,children_of_the_sun
162802534,1309950,Children of the Sun,negative,negative,gameplay_loop,low,D0-D30,1.2333333333333334,1,0.4067734479904175,gameplay_loop,게임플레이 루프,negative,기대했던 건슈팅 게임이 아님,children_of_the_sun
162811290,1309950,Children of the Sun,positive,mixed,save_progression,high,D0-D30,1.4333333333333331,4,0.5588688850402832,save_progression,저장/진행,negative,'going hunting' 메뉴가 세이브 파일을 덮어쓰는 오해를 불러일으킴,children_of_the_sun
162820678,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,1.6333333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"디자인, 메커니즘, 분위기가 좋음",children_of_the_sun
162821509,1309950,Children of the Sun,positive,positive,positive_praise,low,D0-D30,3.1666666666666665,0,0.5,positive_praise,긍정 칭찬,positive,"very fun, worth it for the price, art style is amazing, atmosphere is fitting, immersive story",children_of_the_sun
